"race","x","name","value"
"all","[45,50)","mx_lost_none_to_lost_dad",0.240449505301513
"all","[45,50)","mx_lost_none_to_lost_both",0.103205340884714
"all","[45,50)","mx_lost_dad_to_lost_both",0.300316849973323
"all","[45,50)","mx_lost_mom_to_lost_both",0.52365463595754
"all","[45,50)","Lx_lost_mom",43947.624224414
"all","[45,50)","Lx_lost_dad",112558.974458192
"all","[45,50)","Lx_lost_both",48312.3777444447
"all","[45,50)","Lx_lost_none",263299.99232295
"all","[45,50)","dx_lost_mom_to_dead",168.089611966869
"all","[45,50)","dx_lost_dad_to_dead",430.512335398455
"all","[45,50)","dx_lost_both_to_dead",184.783795974782
"all","[45,50)","dx_lost_none_to_dead",1007.06225470677
"all","[45,50)","dx_lost_none_to_lost_mom",24624.4051125297
"all","[45,50)","dx_lost_none_to_lost_dad",63068.2052789933
"all","[45,50)","dx_lost_none_to_lost_both",27070.0312593436
"all","[45,50)","dx_lost_mom_to_lost_both",22925.3562598716
"all","[45,50)","dx_lost_dad_to_lost_both",33674.0665370703
"all","[45,50)","ex_lost_none",6.3588440484823
"all","[45,50)","ex_lost_mom",2.00857091931345
"all","[45,50)","ex_lost_dad",6.35424572765346
"all","[45,50)","ex_lost_both",20.0572173958933
"all","[45,50)","ex",34.7788780913424
"all","[45,50)","lx_lost_mom",64924.8092678129
"all","[45,50)","lx_lost_dad",190003.739436683
"all","[45,50)","lx_lost_both",103602.99266171
"all","[45,50)","lx_lost_none",-264060.59084283
"all","[50,55)","lx",92680.4765625
"all","[50,55)","dx",2565.52883911133
"all","[50,55)","Lx",457393.171875
"all","[50,55)","pr_lost_none",0.395645155099998
"all","[50,55)","pr_lost_mom",0.105335438471692
"all","[50,55)","pr_lost_dad",0.27342393922533
"all","[50,55)","pr_lost_both",0.22559546720298
"all","[50,55)","mx_lost_none_to_lost_mom",0.105335438471692
"all","[50,55)","mx_lost_none_to_lost_dad",0.27342393922533
"all","[50,55)","mx_lost_none_to_lost_both",0.22559546720298
"all","[50,55)","mx_lost_dad_to_lost_both",0.452077543071242
"all","[50,55)","mx_lost_mom_to_lost_both",0.681699603556387
"all","[50,55)","Lx_lost_mom",48179.7103134111
"all","[50,55)","Lx_lost_dad",125062.242828831
"all","[50,55)","Lx_lost_both",103185.826304593
"all","[50,55)","Lx_lost_none",180965.392428164
"all","[50,55)","dx_lost_mom_to_dead",270.241105179563
"all","[50,55)","dx_lost_dad_to_dead",701.477001386007
"all","[50,55)","dx_lost_both_to_dead",578.771677082039
