"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"non-hispanic black","female",36,5421.897472,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",61,2629.8845444,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,2629.8845444,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",31,4446.5224246,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",25,5089.0075567,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",43,10507.125919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",88,16736.264107,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",66,2176.2895207,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",25,3122.9229588,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",70,3244.9355179,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",56,3244.9355179,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",82,3524.1272938,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",66,7094.0554399,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",62,7094.0554399,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","male",60,11711.503019,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",57,11711.503019,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",28,16443.861862,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",46,4912.9865555,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",77,3819.6820135,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",49,9565.4316745,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",50,9565.4316745,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",1,10622.782313,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",18,10861.899834,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",43,5128.2600985,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",40,5128.2600985,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",53,14444.578859,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",42,5163.4705779,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",51,8056.4456332,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",37,7661.7469896,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",42,7661.7469896,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",6,7344.8694511,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",2,10361.082,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",16,9223.8253871,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",18,11391.960805,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",55,3493.3979339,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",61,3493.3979339,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",67,2012.3455315,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",56,7616.4278664,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",17,10539.564807,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,10539.564807,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",74,1720.9794976,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",70,2099.0002098,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",73,2099.0002098,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",66,2447.1631388,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",71,2447.1631388,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",60,3175.3181366,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",62,3175.3181366,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",68,3017.579419,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,8334.8309373,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",72,8334.8309373,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,1979.7467118,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",61,1979.7467118,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",38,3607.6292144,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,4103.9416535,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,3538.0288318,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",13,4377.3725999,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",78,2177.4882171,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",53,3726.6449975,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",55,3726.6449975,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",81,2154.1433352,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",71,538.64087956,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",47,1027.7879292,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",52,1027.7879292,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","male",73,5222.2900442,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",68,2039.6431914,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",28,2479.2684506,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",80,2039.6431914,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",65,1941.7884395,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",29,2319.912358,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",28,3186.0335476,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",35,5546.2623498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",36,5546.2623498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,4796.6518753,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",2,6609.4648325,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",42,9771.7679609,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",64,7415.3440979,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",19,7820.7795561,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",18,7820.7795561,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",14,7686.5768864,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",80,4576.0799537,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",87,4576.0799537,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",36,13919.680219,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",5,12202.85988,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",63,4166.0967015,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",52,5614.2527267,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",52,5614.2527267,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","male",18,5425.3562351,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",21,5035.561788,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",35,6745.5992462,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",42,6745.5992462,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",15,6009.0935582,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,5813.7336222,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",5,6125.9321966,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,5941.3199646,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",46,5899.3903743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",44,5899.3903743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",14,5102.8258216,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",70,7782.4521269,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",48,8840.0540518,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",46,7714.4338466,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",15,8486.4570416,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",76,4434.5121798,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",34,7849.491662,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",33,7849.491662,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",2,7994.996233,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",53,4872.938207,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",59,3701.7350019,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",20,5991.2517284,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",16,5456.156992,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",48,8724.2056017,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",52,8724.2056017,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",21,12557.285591,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",71,4294.1725293,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",59,7324.3616785,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",26,15124.677699,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",25,9857.5381191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",21,9975.2052385,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",84,4194.1150818,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",37,9765.2645644,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",67,6749.3288408,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",61,6749.3288408,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",57,3232.7144929,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,3232.7144929,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",43,5958.9713206,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",42,5958.9713206,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",13,4812.7211178,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",11,4812.7211178,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",6,5528.1765285,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",46,6865.569377,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic asian","female",6,4873.2735594,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",6,4787.5637981,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",81,4986.3145333,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",49,8226.4007187,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",77,3839.609786,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",81,3839.609786,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,4176.0984273,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",63,4176.0984273,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",53,8244.2636312,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",58,8244.2636312,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",21,8971.9789133,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",51,5628.4194524,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",16,7126.2441299,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",57,8025.8671222,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",70,1335.6038814,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",72,1335.6038814,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",53,5918.9231332,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",52,5918.9231332,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",22,8739.5576961,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",13,8433.243348,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",70,4172.1176249,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,4172.1176249,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",46,4949.7251688,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",25,8379.9926897,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,5547.1287954,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",14,5836.9693676,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",55,8034.2862158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",45,8034.2862158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",56,5016.9035278,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,5016.9035278,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",20,10133.317483,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,7265.2666173,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,5840.772429,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",58,5840.772429,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",43,6383.7174249,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",32,6827.704815,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,6370.2307937,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",13,7729.4178739,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",10,7348.5749191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",70,3366.4309737,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",69,3366.4309737,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",47,8167.6359632,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","male",49,8167.6359632,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",17,7892.8286374,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,8497.3156632,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,8497.3156632,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,7238.5034296,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",5,8597.0668147,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",3,8168.4394512,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",1,9707.89615,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",67,3796.0571796,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",53,10335.255633,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",55,10335.255633,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",25,13438.032226,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,20903.774702,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,12989.600583,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",45,6295.4939213,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",55,6295.4939213,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",83,1703.075547,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",82,1324.30916,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",65,1555.8039384,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",52,7499.53894,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",52,7499.53894,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,4352.8044804,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,4352.8044804,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",10,3873.0422458,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",5,3520.936946,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",8,4641.6406208,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",74,3022.2650046,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",55,7847.0590253,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",28,12772.075169,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",26,12772.075169,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",24,11498.010759,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",18,9053.4987192,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",45,8653.6334508,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",57,1985.8997737,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,8832.9285981,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",59,8832.9285981,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",37,4024.7580814,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",42,4024.7580814,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,4964.218274,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,5687.3265154,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,4875.600867,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",0,7768.5238467,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",41,4597.5577516,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",48,4597.5577516,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",19,6134.6377938,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",12,5829.1325597,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,6220.9627715,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",72,4039.5481173,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",66,4039.5481173,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",36,7689.2153698,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",28,13175.935493,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",43,11966.573708,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",44,11966.573708,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",14,11423.786972,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",12,11423.786972,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",6,11338.761403,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",80,8770.6798115,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",60,5600.5255372,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",59,5600.5255372,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",24,7570.1781622,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,12327.879886,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",61,7209.4164532,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",54,5499.482297,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",58,5499.482297,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",44,13185.263966,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",12,14828.382519,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",8,13649.284314,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",6,13649.284314,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",23,27474.007264,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",81,4269.7761509,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",77,4269.7761509,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",30,11550.551308,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",26,11550.551308,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",47,3146.0945022,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",55,9204.387977,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",43,9204.387977,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",50,9969.2166442,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",58,8646.1968017,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",75,3742.903904,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",66,4966.9354658,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",68,4340.4422007,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",44,7877.2952389,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",45,7877.2952389,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,7543.6032178,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",13,6379.7925899,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,6965.818944,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",75,2348.5191789,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",34,5751.4021101,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",33,5751.4021101,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,4554.9474914,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",0,7257.6117637,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",62,6259.2308995,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,6259.2308995,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",28,9830.3243129,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",83,3529.1817452,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",58,6606.1344979,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",59,4557.9671288,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",18,5131.5845879,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",83,3815.9916738,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",68,2024.580734,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",59,9380.2555227,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",66,9380.2555227,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",25,28394.265252,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",46,4169.7348577,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",45,4169.7348577,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",72,2670.6763947,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",13,3606.7168556,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,3241.0195295,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",11,3422.4803204,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",67,3977.9524125,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",57,8961.4327153,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",56,4922.6435465,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",23,4634.3316491,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",74,5732.2596602,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",49,5006.1527699,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",47,5006.1527699,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",12,2968.3562758,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,3340.5230227,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",65,6877.177731,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",69,6877.177731,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",32,11248.551924,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",86,1977.5628443,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",35,2755.7824106,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",81,7836.8863324,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",67,4690.8360802,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",32,6621.2027147,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",31,6621.2027147,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",6,5969.7819919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",3,6998.0833959,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",39,4155.1545224,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",39,4155.1545224,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",4,3436.0293778,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",36,4069.3930983,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",90,3925.3484567,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",72,4198.1840221,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",40,2696.4184518,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",65,10009.172169,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",85,1261.884112,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",74,1820.0691279,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",79,1356.2470473,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",81,1356.2470473,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",55,8038.4436896,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",70,8459.9738428,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",56,11979.175299,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",75,5676.6622808,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,6698.7062401,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",75,4674.5346131,0,0,0,1,1,1,1,0,0,1,1,1
